participant_id,trial_number,trial_id,domain,probability,gain,loss,certain_amount,certain_offset,is_dominance_check,choice,age_group,education,quant_background
P035,20,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,yes
P018,27,2,gain,0.1,100,0,10.0,0.0,False,certain,35-44,undergraduate,no
P021,28,21,loss,0.25,0,100,-25.0,0.0,False,certain,35-44,undergraduate,yes
P022,18,24,loss,0.5,0,100,-50.0,0.0,False,gamble,18-24,undergraduate,no
P035,14,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,postgraduate,yes
P029,3,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,postgraduate,yes
P049,17,25,loss,0.5,0,100,-60.0,10.0,False,certain,18-24,undergraduate,no
P057,3,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,postgraduate,no
P045,10,22,loss,0.25,0,100,-35.0,10.0,False,certain,25-34,undergraduate,no
P002,11,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,no
P052,30,20,loss,0.25,0,100,-15.0,-10.0,False,certain,45+,undergraduate,yes
P056,17,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,yes
P036,12,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,postgraduate,yes
P045,12,30,loss,0.9,0,100,-90.0,0.0,False,gamble,25-34,undergraduate,no
P037,5,10,gain,0.75,100,0,65.0,-10.0,False,gamble,25-34,undergraduate,no
P047,4,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,18-24,undergraduate,no
P012,12,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,other,no
P008,4,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,postgraduate,no
P029,13,13,gain,0.9,100,0,80.0,-10.0,False,certain,18-24,postgraduate,yes
P044,1,6,gain,0.25,100,0,35.0,10.0,False,certain,45+,undergraduate,no
P022,4,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P053,20,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P005,25,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,postgraduate,no
P012,1,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,other,no
P026,22,15,gain,0.9,100,0,100.0,10.0,False,gamble,18-24,undergraduate,yes
P052,16,23,loss,0.5,0,100,-40.0,-10.0,False,gamble,45+,undergraduate,yes
P049,14,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,no
P004,24,13,gain,0.9,100,0,80.0,-10.0,False,certain,18-24,undergraduate,no
P048,1,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,other,yes
P053,18,12,gain,0.75,100,0,85.0,10.0,False,gamble,18-24,undergraduate,no
P027,32,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,undergraduate,no
P045,8,9,gain,0.5,100,0,60.0,10.0,False,certain,25-34,undergraduate,no
P044,16,28,loss,0.75,0,100,-85.0,10.0,False,gamble,45+,undergraduate,no
P017,31,11,gain,0.75,100,0,75.0,0.0,False,gamble,25-34,undergraduate,yes
P059,22,23,loss,0.5,0,100,-40.0,-10.0,False,certain,25-34,postgraduate,no
P007,10,22,loss,0.25,0,100,-35.0,10.0,False,gamble,25-34,undergraduate,yes
P043,10,24,loss,0.5,0,100,-50.0,0.0,False,certain,35-44,undergraduate,yes
P003,1,9,gain,0.5,100,0,60.0,10.0,False,gamble,18-24,other,yes
P031,31,5,gain,0.25,100,0,25.0,0.0,False,gamble,18-24,undergraduate,no
P006,19,13,gain,0.9,100,0,80.0,-10.0,False,gamble,25-34,undergraduate,no
P047,11,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,undergraduate,no
P034,13,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,no
P055,16,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,undergraduate,no
P034,16,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,no
P019,17,10,gain,0.75,100,0,65.0,-10.0,False,certain,18-24,other,no
P025,24,9,gain,0.5,100,0,60.0,10.0,False,gamble,35-44,undergraduate,yes
P011,19,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P027,20,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,undergraduate,no
P054,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble,35-44,postgraduate,no
P012,9,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,other,no
P043,6,15,gain,0.9,100,0,100.0,10.0,False,certain,35-44,undergraduate,yes
P056,19,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,yes
P051,17,20,loss,0.25,0,100,-15.0,-10.0,False,certain,25-34,undergraduate,yes
P019,12,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,other,no
P054,21,19,loss,0.1,0,100,-20.0,10.0,False,gamble,35-44,postgraduate,no
P022,31,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P048,12,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,other,yes
P040,23,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,undergraduate,yes
P004,2,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,undergraduate,no
P009,28,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,postgraduate,yes
P022,6,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,no
P026,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,yes
P049,15,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,undergraduate,no
P027,9,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,undergraduate,no
P027,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,undergraduate,no
P060,7,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,25-34,postgraduate,no
P014,27,32,loss,0.5,0,100,0.0,,True,certain,18-24,postgraduate,no
P039,1,19,loss,0.1,0,100,-20.0,10.0,False,certain,25-34,undergraduate,no
P006,4,14,gain,0.9,100,0,90.0,0.0,False,certain,25-34,undergraduate,no
P040,4,7,gain,0.5,100,0,40.0,-10.0,False,certain,25-34,undergraduate,yes
P014,9,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,no
P032,6,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,postgraduate,yes
P046,18,12,gain,0.75,100,0,85.0,10.0,False,certain,25-34,postgraduate,yes
P047,29,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,undergraduate,no
P039,25,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,no
P028,28,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,postgraduate,no
P005,5,18,loss,0.1,0,100,-10.0,0.0,False,gamble,25-34,postgraduate,no
P024,26,17,loss,0.1,0,100,0.0,-10.0,False,certain,45+,undergraduate,no
P019,9,11,gain,0.75,100,0,75.0,0.0,False,certain,18-24,other,no
P028,16,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,postgraduate,no
P005,16,11,gain,0.75,100,0,75.0,0.0,False,certain,25-34,postgraduate,no
P050,4,12,gain,0.75,100,0,85.0,10.0,False,certain,45+,undergraduate,yes
P029,19,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,postgraduate,yes
P055,8,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P058,25,32,loss,0.5,0,100,0.0,,True,certain,25-34,undergraduate,no
P055,5,22,loss,0.25,0,100,-35.0,10.0,False,certain,18-24,undergraduate,no
P036,23,31,loss,0.9,0,100,-100.0,10.0,False,certain,18-24,postgraduate,yes
P012,29,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,other,no
P043,12,29,loss,0.9,0,100,-80.0,-10.0,False,certain,35-44,undergraduate,yes
P010,27,30,loss,0.9,0,100,-90.0,0.0,False,certain,25-34,undergraduate,yes
P054,3,2,gain,0.1,100,0,10.0,0.0,False,certain,35-44,postgraduate,no
P012,8,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,other,no
P024,2,15,gain,0.9,100,0,100.0,10.0,False,certain,45+,undergraduate,no
P031,4,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,undergraduate,no
P053,8,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,no
P034,32,27,loss,0.75,0,100,-75.0,0.0,False,certain,25-34,undergraduate,no
P020,5,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,undergraduate,no
P033,14,11,gain,0.75,100,0,75.0,0.0,False,gamble,45+,postgraduate,no
P035,15,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,yes
P051,25,24,loss,0.5,0,100,-50.0,0.0,False,certain,25-34,undergraduate,yes
P023,26,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,postgraduate,yes
P022,16,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,no
P001,8,32,loss,0.5,0,100,0.0,,True,certain,18-24,undergraduate,no
P033,19,17,loss,0.1,0,100,0.0,-10.0,False,certain,45+,postgraduate,no
P024,20,16,gain,0.5,100,0,120.0,,True,certain,45+,undergraduate,no
P038,29,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,no
P028,14,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,no
P040,17,2,gain,0.1,100,0,10.0,0.0,False,gamble,25-34,undergraduate,yes
P008,15,32,loss,0.5,0,100,0.0,,True,certain,18-24,postgraduate,no
P003,15,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,other,yes
P046,28,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,postgraduate,yes
P040,9,3,gain,0.1,100,0,20.0,10.0,False,certain,25-34,undergraduate,yes
P029,4,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,postgraduate,yes
P004,21,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,undergraduate,no
P011,4,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,undergraduate,no
P060,12,3,gain,0.1,100,0,20.0,10.0,False,certain,25-34,postgraduate,no
P014,24,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,no
P018,5,6,gain,0.25,100,0,35.0,10.0,False,gamble,35-44,undergraduate,no
P006,14,22,loss,0.25,0,100,-35.0,10.0,False,certain,25-34,undergraduate,no
P052,14,14,gain,0.9,100,0,90.0,0.0,False,gamble,45+,undergraduate,yes
P048,4,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,other,yes
P036,13,15,gain,0.9,100,0,100.0,10.0,False,gamble,18-24,postgraduate,yes
P047,21,11,gain,0.75,100,0,75.0,0.0,False,certain,18-24,undergraduate,no
P052,22,6,gain,0.25,100,0,35.0,10.0,False,certain,45+,undergraduate,yes
P051,31,5,gain,0.25,100,0,25.0,0.0,False,gamble,25-34,undergraduate,yes
P044,13,7,gain,0.5,100,0,40.0,-10.0,False,gamble,45+,undergraduate,no
P013,31,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,yes
P045,20,24,loss,0.5,0,100,-50.0,0.0,False,gamble,25-34,undergraduate,no
P037,32,9,gain,0.5,100,0,60.0,10.0,False,certain,25-34,undergraduate,no
P006,5,20,loss,0.25,0,100,-15.0,-10.0,False,certain,25-34,undergraduate,no
P049,24,6,gain,0.25,100,0,35.0,10.0,False,gamble,18-24,undergraduate,no
P051,21,3,gain,0.1,100,0,20.0,10.0,False,gamble,25-34,undergraduate,yes
P032,29,9,gain,0.5,100,0,60.0,10.0,False,gamble,18-24,postgraduate,yes
P029,2,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,postgraduate,yes
P056,22,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,yes
P056,1,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,undergraduate,yes
P013,3,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,postgraduate,yes
P027,22,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,undergraduate,no
P004,27,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P003,32,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,other,yes
P043,14,27,loss,0.75,0,100,-75.0,0.0,False,certain,35-44,undergraduate,yes
P002,14,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,postgraduate,no
P049,23,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,undergraduate,no
P057,29,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,postgraduate,no
P043,20,13,gain,0.9,100,0,80.0,-10.0,False,gamble,35-44,undergraduate,yes
P012,31,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,other,no
P038,11,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,postgraduate,no
P024,28,18,loss,0.1,0,100,-10.0,0.0,False,certain,45+,undergraduate,no
P042,17,26,loss,0.75,0,100,-65.0,-10.0,False,certain,35-44,undergraduate,yes
P006,31,8,gain,0.5,100,0,50.0,0.0,False,gamble,25-34,undergraduate,no
P037,6,27,loss,0.75,0,100,-75.0,0.0,False,certain,25-34,undergraduate,no
P023,24,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,yes
P053,9,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,undergraduate,no
P039,27,18,loss,0.1,0,100,-10.0,0.0,False,certain,25-34,undergraduate,no
P002,7,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,postgraduate,no
P050,3,10,gain,0.75,100,0,65.0,-10.0,False,gamble,45+,undergraduate,yes
P043,31,21,loss,0.25,0,100,-25.0,0.0,False,certain,35-44,undergraduate,yes
P008,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,no
P003,28,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,other,yes
P023,22,19,loss,0.1,0,100,-20.0,10.0,False,certain,18-24,postgraduate,yes
P022,26,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P050,26,2,gain,0.1,100,0,10.0,0.0,False,gamble,45+,undergraduate,yes
P035,18,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,postgraduate,yes
P032,27,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,postgraduate,yes
P049,1,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,undergraduate,no
P044,3,24,loss,0.5,0,100,-50.0,0.0,False,gamble,45+,undergraduate,no
P027,24,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,no
P012,19,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,other,no
P057,21,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,postgraduate,no
P034,27,23,loss,0.5,0,100,-40.0,-10.0,False,certain,25-34,undergraduate,no
P019,10,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,other,no
P052,12,16,gain,0.5,100,0,120.0,,True,certain,45+,undergraduate,yes
P018,9,5,gain,0.25,100,0,25.0,0.0,False,gamble,35-44,undergraduate,no
P019,16,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,other,no
P020,19,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P036,25,4,gain,0.25,100,0,15.0,-10.0,False,certain,18-24,postgraduate,yes
P029,15,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,postgraduate,yes
P025,25,16,gain,0.5,100,0,120.0,,True,certain,35-44,undergraduate,yes
P014,8,24,loss,0.5,0,100,-50.0,0.0,False,certain,18-24,postgraduate,no
P011,28,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,no
P060,10,31,loss,0.9,0,100,-100.0,10.0,False,gamble,25-34,postgraduate,no
P014,6,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,no
P031,23,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,undergraduate,no
P031,14,32,loss,0.5,0,100,0.0,,True,certain,18-24,undergraduate,no
P046,4,6,gain,0.25,100,0,35.0,10.0,False,certain,25-34,postgraduate,yes
P036,6,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,yes
P044,27,13,gain,0.9,100,0,80.0,-10.0,False,certain,45+,undergraduate,no
P050,25,30,loss,0.9,0,100,-90.0,0.0,False,certain,45+,undergraduate,yes
P010,9,31,loss,0.9,0,100,-100.0,10.0,False,gamble,25-34,undergraduate,yes
P058,15,3,gain,0.1,100,0,20.0,10.0,False,certain,25-34,undergraduate,no
P004,20,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P041,8,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,undergraduate,no
P059,18,26,loss,0.75,0,100,-65.0,-10.0,False,gamble,25-34,postgraduate,no
P052,23,13,gain,0.9,100,0,80.0,-10.0,False,gamble,45+,undergraduate,yes
P015,21,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,undergraduate,no
P022,17,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,undergraduate,no
P009,24,32,loss,0.5,0,100,0.0,,True,gamble,18-24,postgraduate,yes
P017,28,15,gain,0.9,100,0,100.0,10.0,False,certain,25-34,undergraduate,yes
P045,17,15,gain,0.9,100,0,100.0,10.0,False,gamble,25-34,undergraduate,no
P056,3,10,gain,0.75,100,0,65.0,-10.0,False,certain,18-24,undergraduate,yes
P055,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P017,3,26,loss,0.75,0,100,-65.0,-10.0,False,gamble,25-34,undergraduate,yes
P016,3,13,gain,0.9,100,0,80.0,-10.0,False,certain,18-24,undergraduate,no
P018,31,12,gain,0.75,100,0,85.0,10.0,False,certain,35-44,undergraduate,no
P036,29,13,gain,0.9,100,0,80.0,-10.0,False,certain,18-24,postgraduate,yes
P035,28,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,postgraduate,yes
P035,2,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,yes
P037,19,1,gain,0.1,100,0,0.0,-10.0,False,certain,25-34,undergraduate,no
P013,4,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,postgraduate,yes
P024,12,11,gain,0.75,100,0,75.0,0.0,False,gamble,45+,undergraduate,no
P007,11,8,gain,0.5,100,0,50.0,0.0,False,gamble,25-34,undergraduate,yes
P016,23,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,undergraduate,no
P049,9,31,loss,0.9,0,100,-100.0,10.0,False,certain,18-24,undergraduate,no
P017,17,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,yes
P056,13,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,undergraduate,yes
P040,10,30,loss,0.9,0,100,-90.0,0.0,False,certain,25-34,undergraduate,yes
P004,14,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,undergraduate,no
P005,15,6,gain,0.25,100,0,35.0,10.0,False,certain,25-34,postgraduate,no
P025,16,29,loss,0.9,0,100,-80.0,-10.0,False,certain,35-44,undergraduate,yes
P031,18,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,no
P013,18,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,postgraduate,yes
P005,31,3,gain,0.1,100,0,20.0,10.0,False,certain,25-34,postgraduate,no
P025,7,15,gain,0.9,100,0,100.0,10.0,False,certain,35-44,undergraduate,yes
P014,30,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,postgraduate,no
P051,18,16,gain,0.5,100,0,120.0,,True,certain,25-34,undergraduate,yes
P018,28,18,loss,0.1,0,100,-10.0,0.0,False,certain,35-44,undergraduate,no
P050,21,27,loss,0.75,0,100,-75.0,0.0,False,certain,45+,undergraduate,yes
P048,22,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,other,yes
P037,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain,25-34,undergraduate,no
P007,23,30,loss,0.9,0,100,-90.0,0.0,False,gamble,25-34,undergraduate,yes
P025,11,6,gain,0.25,100,0,35.0,10.0,False,gamble,35-44,undergraduate,yes
P044,24,26,loss,0.75,0,100,-65.0,-10.0,False,certain,45+,undergraduate,no
P029,18,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,yes
P056,18,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,yes
P060,15,12,gain,0.75,100,0,85.0,10.0,False,certain,25-34,postgraduate,no
P011,11,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P054,16,30,loss,0.9,0,100,-90.0,0.0,False,certain,35-44,postgraduate,no
P045,26,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,no
P046,2,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,postgraduate,yes
P038,5,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,postgraduate,no
P014,13,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,no
P027,2,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,undergraduate,no
P023,9,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,postgraduate,yes
P057,10,27,loss,0.75,0,100,-75.0,0.0,False,gamble,18-24,postgraduate,no
P055,2,28,loss,0.75,0,100,-85.0,10.0,False,certain,18-24,undergraduate,no
P059,4,11,gain,0.75,100,0,75.0,0.0,False,gamble,25-34,postgraduate,no
P030,22,11,gain,0.75,100,0,75.0,0.0,False,gamble,35-44,undergraduate,no
P051,30,23,loss,0.5,0,100,-40.0,-10.0,False,certain,25-34,undergraduate,yes
P020,30,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P049,12,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P047,1,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P050,30,6,gain,0.25,100,0,35.0,10.0,False,certain,45+,undergraduate,yes
P019,20,12,gain,0.75,100,0,85.0,10.0,False,gamble,18-24,other,no
P008,14,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,no
P014,32,27,loss,0.75,0,100,-75.0,0.0,False,gamble,18-24,postgraduate,no
P036,4,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,postgraduate,yes
P057,30,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,postgraduate,no
P007,24,16,gain,0.5,100,0,120.0,,True,certain,25-34,undergraduate,yes
P017,5,14,gain,0.9,100,0,90.0,0.0,False,gamble,25-34,undergraduate,yes
P018,20,10,gain,0.75,100,0,65.0,-10.0,False,certain,35-44,undergraduate,no
P037,2,13,gain,0.9,100,0,80.0,-10.0,False,gamble,25-34,undergraduate,no
P024,23,2,gain,0.1,100,0,10.0,0.0,False,gamble,45+,undergraduate,no
P009,17,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,yes
P059,1,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,25-34,postgraduate,no
P020,31,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P057,11,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,postgraduate,no
P005,12,16,gain,0.5,100,0,120.0,,True,certain,25-34,postgraduate,no
P053,15,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,undergraduate,no
P027,18,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P036,2,11,gain,0.75,100,0,75.0,0.0,False,certain,18-24,postgraduate,yes
P054,11,5,gain,0.25,100,0,25.0,0.0,False,gamble,35-44,postgraduate,no
P030,21,23,loss,0.5,0,100,-40.0,-10.0,False,certain,35-44,undergraduate,no
P047,14,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P025,14,18,loss,0.1,0,100,-10.0,0.0,False,gamble,35-44,undergraduate,yes
P058,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain,25-34,undergraduate,no
P053,28,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P022,3,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,undergraduate,no
P026,20,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,undergraduate,yes
P025,32,22,loss,0.25,0,100,-35.0,10.0,False,gamble,35-44,undergraduate,yes
P021,7,18,loss,0.1,0,100,-10.0,0.0,False,certain,35-44,undergraduate,yes
P014,16,5,gain,0.25,100,0,25.0,0.0,False,gamble,18-24,postgraduate,no
P048,30,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,other,yes
P041,5,12,gain,0.75,100,0,85.0,10.0,False,gamble,18-24,undergraduate,no
P047,12,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P024,14,14,gain,0.9,100,0,90.0,0.0,False,gamble,45+,undergraduate,no
P059,16,30,loss,0.9,0,100,-90.0,0.0,False,certain,25-34,postgraduate,no
P043,5,19,loss,0.1,0,100,-20.0,10.0,False,certain,35-44,undergraduate,yes
P036,11,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,yes
P037,10,8,gain,0.5,100,0,50.0,0.0,False,certain,25-34,undergraduate,no
P051,19,31,loss,0.9,0,100,-100.0,10.0,False,gamble,25-34,undergraduate,yes
P050,15,29,loss,0.9,0,100,-80.0,-10.0,False,certain,45+,undergraduate,yes
P056,6,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,undergraduate,yes
P035,17,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,yes
P022,11,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,undergraduate,no
P023,30,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,yes
P020,4,28,loss,0.75,0,100,-85.0,10.0,False,certain,18-24,undergraduate,no
P047,22,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,undergraduate,no
P038,18,24,loss,0.5,0,100,-50.0,0.0,False,gamble,18-24,postgraduate,no
P028,20,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,postgraduate,no
P051,32,30,loss,0.9,0,100,-90.0,0.0,False,gamble,25-34,undergraduate,yes
P035,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,postgraduate,yes
P023,17,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,postgraduate,yes
P005,1,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,postgraduate,no
P028,26,32,loss,0.5,0,100,0.0,,True,certain,18-24,postgraduate,no
P031,6,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,undergraduate,no
P001,9,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P010,24,26,loss,0.75,0,100,-65.0,-10.0,False,certain,25-34,undergraduate,yes
P035,5,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,postgraduate,yes
P038,25,17,loss,0.1,0,100,0.0,-10.0,False,gamble,18-24,postgraduate,no
P049,28,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,no
P059,32,32,loss,0.5,0,100,0.0,,True,certain,25-34,postgraduate,no
P017,15,12,gain,0.75,100,0,85.0,10.0,False,certain,25-34,undergraduate,yes
P043,32,32,loss,0.5,0,100,0.0,,True,certain,35-44,undergraduate,yes
P007,15,10,gain,0.75,100,0,65.0,-10.0,False,certain,25-34,undergraduate,yes
P029,6,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,postgraduate,yes
P058,19,13,gain,0.9,100,0,80.0,-10.0,False,gamble,25-34,undergraduate,no
