participant_id,trial_number,trial_id,domain,probability,gain,loss,certain_amount,certain_offset,is_dominance_check,choice
P025,7,15,gain,0.9,100,0,100.0,10.0,False,certain
P014,30,21,loss,0.25,0,100,-25.0,0.0,False,certain
P051,18,16,gain,0.5,100,0,120.0,,True,certain
P018,28,18,loss,0.1,0,100,-10.0,0.0,False,certain
P050,21,27,loss,0.75,0,100,-75.0,0.0,False,certain
P048,22,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P037,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P007,23,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P025,11,6,gain,0.25,100,0,35.0,10.0,False,gamble
P044,24,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P029,18,16,gain,0.5,100,0,120.0,,True,certain
P056,18,3,gain,0.1,100,0,20.0,10.0,False,certain
P060,15,12,gain,0.75,100,0,85.0,10.0,False,certain
P011,11,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P054,16,30,loss,0.9,0,100,-90.0,0.0,False,certain
P045,26,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P046,2,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P038,5,21,loss,0.25,0,100,-25.0,0.0,False,certain
P014,13,17,loss,0.1,0,100,0.0,-10.0,False,certain
P027,2,2,gain,0.1,100,0,10.0,0.0,False,certain
P023,9,14,gain,0.9,100,0,90.0,0.0,False,gamble
P057,10,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P055,2,28,loss,0.75,0,100,-85.0,10.0,False,certain
P059,4,11,gain,0.75,100,0,75.0,0.0,False,gamble
P030,22,11,gain,0.75,100,0,75.0,0.0,False,gamble
P051,30,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P020,30,12,gain,0.75,100,0,85.0,10.0,False,certain
P049,12,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P047,1,16,gain,0.5,100,0,120.0,,True,certain
P050,30,6,gain,0.25,100,0,35.0,10.0,False,certain
P019,20,12,gain,0.75,100,0,85.0,10.0,False,gamble
P008,14,16,gain,0.5,100,0,120.0,,True,certain
P014,32,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P036,4,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P057,30,18,loss,0.1,0,100,-10.0,0.0,False,certain
P007,24,16,gain,0.5,100,0,120.0,,True,certain
P017,5,14,gain,0.9,100,0,90.0,0.0,False,gamble
P018,20,10,gain,0.75,100,0,65.0,-10.0,False,certain
P037,2,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P024,23,2,gain,0.1,100,0,10.0,0.0,False,gamble
P009,17,16,gain,0.5,100,0,120.0,,True,certain
P059,1,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P020,31,9,gain,0.5,100,0,60.0,10.0,False,certain
P057,11,14,gain,0.9,100,0,90.0,0.0,False,gamble
P005,12,16,gain,0.5,100,0,120.0,,True,certain
P053,15,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P027,18,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P036,2,11,gain,0.75,100,0,75.0,0.0,False,certain
P054,11,5,gain,0.25,100,0,25.0,0.0,False,gamble
P030,21,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P047,14,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P025,14,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P058,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P053,28,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P022,3,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P026,20,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P025,32,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P021,7,18,loss,0.1,0,100,-10.0,0.0,False,certain
P014,16,5,gain,0.25,100,0,25.0,0.0,False,gamble
P048,30,14,gain,0.9,100,0,90.0,0.0,False,gamble
P041,5,12,gain,0.75,100,0,85.0,10.0,False,gamble
P047,12,9,gain,0.5,100,0,60.0,10.0,False,certain
P024,14,14,gain,0.9,100,0,90.0,0.0,False,gamble
P059,16,30,loss,0.9,0,100,-90.0,0.0,False,certain
P043,5,19,loss,0.1,0,100,-20.0,10.0,False,certain
P036,11,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P037,10,8,gain,0.5,100,0,50.0,0.0,False,certain
P051,19,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P050,15,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P056,6,14,gain,0.9,100,0,90.0,0.0,False,gamble
P035,17,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P022,11,6,gain,0.25,100,0,35.0,10.0,False,certain
P023,30,3,gain,0.1,100,0,20.0,10.0,False,certain
P020,4,28,loss,0.75,0,100,-85.0,10.0,False,certain
P047,22,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P038,18,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P028,20,30,loss,0.9,0,100,-90.0,0.0,False,certain
P051,32,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P035,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P023,17,27,loss,0.75,0,100,-75.0,0.0,False,certain
P005,1,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P028,26,32,loss,0.5,0,100,0.0,,True,certain
P031,6,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P001,9,15,gain,0.9,100,0,100.0,10.0,False,certain
P010,24,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P035,5,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P038,25,17,loss,0.1,0,100,0.0,-10.0,False,gamble
P049,28,11,gain,0.75,100,0,75.0,0.0,False,gamble
P059,32,32,loss,0.5,0,100,0.0,,True,certain
P017,15,12,gain,0.75,100,0,85.0,10.0,False,certain
P043,32,32,loss,0.5,0,100,0.0,,True,certain
P016,27,29,loss,0.9,0,100,-80.0,-10.0,False,
P007,15,10,gain,0.75,100,0,65.0,-10.0,False,certain
P029,6,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P058,19,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P004,10,2,gain,0.1,100,0,10.0,0.0,False,certain
P023,13,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P053,32,17,loss,0.1,0,100,0.0,-10.0,False,certain
P032,22,21,loss,0.25,0,100,-25.0,0.0,False,gamble
P032,8,14,gain,0.9,100,0,90.0,0.0,False,gamble
P033,11,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P007,12,2,gain,0.1,100,0,10.0,0.0,False,certain
P030,4,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P002,23,12,gain,0.75,100,0,85.0,10.0,False,certain
P045,21,2,gain,0.1,100,0,10.0,0.0,False,certain
P016,9,21,loss,0.25,0,100,-25.0,0.0,False,certain
P017,29,32,loss,0.5,0,100,0.0,,True,certain
P043,4,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P024,31,3,gain,0.1,100,0,20.0,10.0,False,certain
P042,26,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P022,8,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P006,30,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P004,13,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P017,26,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P027,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P033,13,21,loss,0.25,0,100,-25.0,0.0,False,certain
P017,10,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P031,30,3,gain,0.1,100,0,20.0,10.0,False,certain
P018,7,9,gain,0.5,100,0,60.0,10.0,False,certain
P001,23,18,loss,0.1,0,100,-10.0,0.0,False,certain
P051,9,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P012,25,11,gain,0.75,100,0,75.0,0.0,False,gamble
P024,1,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P042,4,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P019,19,8,gain,0.5,100,0,50.0,0.0,False,certain
P054,32,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P007,14,17,loss,0.1,0,100,0.0,-10.0,False,certain
P003,30,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P026,8,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P008,1,14,gain,0.9,100,0,90.0,0.0,False,gamble
P053,26,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P055,7,8,gain,0.5,100,0,50.0,0.0,False,gamble
P039,9,8,gain,0.5,100,0,50.0,0.0,False,gamble
P033,17,16,gain,0.5,100,0,120.0,,True,certain
P058,27,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P031,3,30,loss,0.9,0,100,-90.0,0.0,False,certain
P014,25,23,loss,0.5,0,100,-40.0,-10.0,False,gamble
P059,28,3,gain,0.1,100,0,20.0,10.0,False,certain
P019,13,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P014,31,31,loss,0.9,0,100,-100.0,10.0,False,certain
P051,26,25,loss,1.4,0,100,-60.0,10.0,False,gamble
P044,8,32,loss,0.5,0,100,0.0,,True,certain
P036,5,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P003,29,25,loss,0.5,0,100,-60.0,10.0,False,certain
P018,24,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P043,22,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P030,8,30,loss,0.9,0,100,-90.0,0.0,False,certain
P009,15,3,gain,0.1,100,0,20.0,10.0,False,certain
P043,11,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P051,16,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P043,28,2,gain,0.1,100,0,10.0,0.0,False,gamble
P003,12,5,gain,0.25,100,0,25.0,0.0,False,
P045,32,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P025,10,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P049,16,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P032,13,3,gain,0.1,100,0,20.0,10.0,False,gamble
P021,15,8,gain,0.5,100,0,50.0,0.0,False,gamble
P046,27,16,gain,0.5,100,0,120.0,,True,certain
P060,29,2,gain,0.1,100,0,10.0,0.0,False,gamble
P023,4,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P018,17,24,loss,0.5,0,100,-50.0,0.0,False,certain
P044,17,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P045,28,14,gain,0.9,100,0,90.0,0.0,False,certain
P039,15,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P030,28,14,gain,0.9,100,0,90.0,0.0,False,certain
P037,1,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P047,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P015,22,30,loss,0.9,0,100,-90.0,0.0,False,certain
P031,27,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P060,26,21,loss,0.25,0,100,-25.0,0.0,False,gamble
P026,10,30,loss,0.9,0,100,-90.0,0.0,False,certain
P005,3,32,loss,0.5,0,100,0.0,,True,certain
P031,22,16,gain,0.5,100,0,120.0,,True,certain
P027,16,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P030,17,5,gain,0.25,100,0,25.0,0.0,False,certain
P001,25,16,gain,0.5,100,0,120.0,,True,certain
P019,8,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P013,8,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P011,23,32,loss,0.5,0,100,0.0,,True,certain
P013,23,21,loss,0.25,0,100,-25.0,0.0,False,certain
P005,28,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P058,13,12,gain,0.75,100,0,85.0,10.0,False,gamble
P035,22,24,loss,0.5,0,100,-50.0,0.0,False,
P039,4,15,gain,0.9,100,0,100.0,10.0,False,certain
P032,31,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P060,17,32,loss,0.5,0,100,0.0,,True,certain
P020,22,17,loss,0.1,0,100,0.0,-10.0,False,certain
P055,10,30,loss,0.9,0,100,-90.0,0.0,False,certain
P045,27,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P034,10,3,gain,0.1,100,0,20.0,10.0,False,gamble
P028,17,5,gain,0.25,100,0,25.0,0.0,False,certain
P040,16,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P006,20,1,gain,0.1,100,0,0.0,-10.0,False,
P030,20,25,loss,0.5,0,100,-60.0,10.0,False,certain
P001,11,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P012,3,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P003,4,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P039,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P005,18,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P060,1,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P013,32,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P013,9,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P017,12,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P059,17,28,loss,0.75,0,100,-85.0,10.0,False,certain
P059,15,6,gain,0.25,100,0,35.0,10.0,False,certain
P014,22,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P037,16,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P002,24,16,gain,0.5,100,0,120.0,,True,certain
P005,11,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P050,11,3,gain,0.1,100,0,20.0,10.0,False,certain
P007,4,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P042,25,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P034,4,5,gain,0.25,100,0,25.0,0.0,False,gamble
P015,2,5,gain,0.25,100,0,25.0,0.0,False,gamble
P018,3,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P031,29,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P060,27,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P031,10,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P048,28,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P041,14,7,gain,0.5,100,0,40.0,-10.0,False,certain
P006,15,32,loss,0.5,0,100,0.0,,True,certain
P008,31,8,gain,0.5,100,0,50.0,0.0,False,gamble
P013,2,28,loss,0.75,0,100,-85.0,10.0,False,certain
P057,27,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P053,1,14,gain,0.9,100,0,90.0,0.0,False,certain
P023,8,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P027,6,12,gain,0.75,100,0,85.0,10.0,False,certain
P058,14,15,gain,0.9,100,0,100.0,10.0,False,certain
P057,13,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P003,26,2,gain,0.1,100,0,10.0,0.0,False,gamble
P057,4,17,loss,0.1,0,100,0.0,-10.0,False,certain
P036,26,6,gain,0.25,100,0,35.0,10.0,False,certain
P057,5,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P001,1,8,gain,0.5,100,0,50.0,0.0,False,gamble
P043,9,16,gain,0.5,100,0,120.0,,True,certain
P026,23,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P020,6,18,loss,0.1,0,100,-10.0,0.0,False,certain
P033,6,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P036,3,18,loss,0.1,0,100,-10.0,0.0,False,gamble
P002,8,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P060,32,16,gain,0.5,100,0,120.0,,True,certain
P032,21,12,gain,0.75,100,0,85.0,10.0,False,certain
P030,16,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P021,26,7,gain,0.5,100,0,40.0,-10.0,False,certain
P015,5,12,gain,0.75,100,0,85.0,10.0,False,certain
P025,13,5,gain,0.25,100,0,25.0,0.0,False,certain
P006,18,11,gain,0.75,100,0,75.0,0.0,False,certain
P005,9,17,loss,0.1,0,100,0.0,-10.0,False,certain
P011,17,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P004,23,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P060,23,9,gain,0.5,100,0,60.0,10.0,False,certain
P057,6,7,gain,0.5,100,0,40.0,-10.0,False,certain
P038,16,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P011,32,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P020,17,3,gain,0.1,100,0,20.0,10.0,False,certain
P007,1,11,gain,0.75,100,0,75.0,0.0,False,gamble
P045,14,32,loss,0.5,0,100,0.0,,True,certain
P041,32,8,gain,0.5,100,0,50.0,0.0,False,certain
P005,8,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P015,13,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P002,10,9,gain,0.5,100,0,60.0,10.0,False,gamble
P023,20,16,gain,0.5,100,0,120.0,,True,certain
P022,27,14,gain,0.9,100,0,90.0,0.0,False,gamble
P020,29,14,gain,0.9,100,0,90.0,0.0,False,certain
P012,7,18,loss,0.1,0,100,-10.0,0.0,False,certain
P053,2,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P018,15,21,loss,0.25,0,100,-25.0,0.0,False,certain
P026,14,3,gain,0.1,100,0,20.0,10.0,False,certain
P020,11,21,loss,0.25,0,100,-25.0,0.0,False,gamble
P015,18,4,gain,0.25,100,0,15.0,-10.0,False,certain
P054,14,11,gain,0.75,100,0,75.0,0.0,False,certain
P051,14,12,gain,0.75,100,0,85.0,10.0,False,gamble
P055,32,21,loss,0.25,0,100,-25.0,0.0,False,certain
P003,16,12,gain,0.75,100,0,85.0,10.0,False,gamble
P053,27,6,gain,0.25,100,0,35.0,10.0,False,certain
P016,12,15,gain,0.9,100,0,100.0,10.0,False,certain
P056,14,17,loss,0.1,0,100,0.0,-10.0,False,certain
P017,16,2,gain,0.1,100,0,10.0,0.0,False,gamble
P055,21,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P040,13,9,gain,0.5,100,0,60.0,10.0,False,certain
P041,26,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P045,13,18,loss,0.1,0,100,-10.0,0.0,False,certain
P058,32,16,gain,0.5,100,0,120.0,,True,certain
P058,8,30,loss,0.9,0,100,-90.0,0.0,False,certain
P036,16,21,loss,0.25,0,100,-25.0,0.0,False,gamble
P015,32,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P053,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P040,24,6,gain,0.25,100,0,35.0,10.0,False,gamble
P004,7,12,gain,0.75,100,0,85.0,10.0,False,certain
P021,24,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P024,7,24,loss,0.5,0,100,-50.0,0.0,False,certain
P046,24,9,gain,0.5,100,0,60.0,10.0,False,certain
P047,10,12,gain,0.75,100,0,85.0,10.0,False,gamble
P002,22,15,gain,0.9,100,0,100.0,10.0,False,certain
P031,28,9,gain,0.5,100,0,60.0,10.0,False,certain
P047,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P052,8,17,loss,0.1,0,100,0.0,-10.0,False,certain
P003,5,19,loss,0.1,0,100,-20.0,10.0,False,certain
P052,26,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P023,14,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P035,13,14,gain,0.9,100,0,90.0,0.0,False,certain
P023,23,11,gain,0.75,100,0,75.0,0.0,False,certain
P011,14,2,gain,0.1,100,0,10.0,0.0,False,certain
P047,6,3,gain,0.1,100,0,20.0,10.0,False,gamble
P025,19,28,loss,0.75,0,100,-85.0,10.0,False,certain
P025,17,24,loss,0.5,0,100,-50.0,0.0,False,certain
P037,7,23,loss,0.5,0,100,-40.0,-10.0,False,gamble
P030,27,16,gain,0.5,100,0,120.0,,True,certain
P036,18,9,gain,0.5,100,0,60.0,10.0,False,certain
P042,15,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P021,19,27,loss,0.75,0,100,-75.0,0.0,False,certain
P004,32,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P045,4,16,gain,0.5,100,0,120.0,,True,gamble
P056,2,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P046,13,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P044,30,1,gain,0.1,100,0,0.0,-10.0,False,certain
P015,12,9,gain,0.5,100,0,60.0,10.0,False,gamble
P035,19,6,gain,0.25,100,0,35.0,10.0,False,certain
P030,23,12,gain,0.75,100,0,85.0,10.0,False,certain
P034,24,21,loss,0.25,0,100,-25.0,0.0,False,certain
P025,2,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P003,11,3,gain,0.1,100,0,20.0,10.0,False,certain
P036,10,14,gain,0.9,100,0,90.0,0.0,False,gamble
P038,4,28,loss,0.75,0,100,-85.0,10.0,False,certain
P045,9,26,loss,0.75,0,100,-65.0,-10.0,False,gamble
P015,14,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P043,25,4,gain,0.25,100,0,15.0,-10.0,False,certain
P020,32,30,loss,0.9,0,100,-90.0,0.0,False,certain
P052,17,24,loss,0.5,0,100,-50.0,0.0,False,gamble
P018,24,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P017,7,24,loss,0.5,0,100,-50.0,0.0,False,certain
P053,22,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P046,16,15,gain,0.9,100,0,100.0,10.0,False,certain
P030,2,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P008,7,2,gain,0.1,100,0,10.0,0.0,False,certain
P013,29,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P018,12,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P017,32,17,loss,0.1,0,100,0.0,-10.0,False,gamble
P042,11,24,loss,0.5,0,100,-50.0,0.0,False,certain
P039,18,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P054,20,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P048,24,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P021,5,10,gain,0.75,100,0,65.0,-10.0,False,gamble
P044,26,22,loss,0.25,0,100,-35.0,10.0,False,certain
P059,26,15,gain,0.9,100,0,100.0,10.0,False,certain
P030,31,19,loss,0.1,0,100,-20.0,10.0,False,certain
P021,25,11,gain,0.75,100,0,75.0,0.0,False,certain
P042,21,29,loss,0.9,0,100,-80.0,-10.0,False,gamble
P041,27,5,gain,0.25,100,0,25.0,0.0,False,certain
P025,4,10,gain,0.75,100,0,65.0,-10.0,False,certain
P045,3,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P054,9,32,loss,0.5,0,100,0.0,,True,
P009,6,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P010,7,16,gain,0.5,100,0,120.0,,True,certain
P023,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P048,32,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P042,9,16,gain,0.5,100,0,120.0,,True,certain
P040,20,14,gain,0.9,100,0,90.0,0.0,False,gamble
P039,20,16,gain,0.5,100,0,120.0,,True,certain
P005,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble
P021,11,6,gain,0.25,100,0,35.0,10.0,False,gamble
P051,10,27,loss,0.75,0,100,-75.0,0.0,False,certain
P022,23,9,gain,0.5,100,0,60.0,10.0,False,certain
P029,14,32,loss,0.5,0,100,0.0,,True,certain
P059,29,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P028,5,3,gain,0.1,100,0,20.0,10.0,False,certain
P052,18,9,gain,0.5,100,0,60.0,10.0,False,certain
P001,15,31,loss,0.9,0,100,-100.0,10.0,False,gamble
P031,16,14,gain,0.9,100,0,90.0,0.0,False,gamble
P053,10,11,gain,0.75,100,0,75.0,0.0,False,gamble
P015,15,26,loss,0.75,0,100,-65.0,-10.0,False,gamble
P052,20,15,gain,0.9,100,0,100.0,10.0,False,certain
P044,5,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P020,12,5,gain,0.25,100,0,25.0,0.0,False,gamble
P047,30,26,loss,0.75,0,100,-65.0,-10.0,False,certain
P045,7,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P028,10,28,loss,0.75,0,100,-85.0,10.0,False,gamble
P015,19,6,gain,0.25,100,0,35.0,10.0,False,gamble
P024,18,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P046,22,17,loss,0.1,0,100,0.0,-10.0,False,certain
P030,14,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P028,19,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P010,4,2,gain,0.1,100,0,10.0,0.0,False,gamble
P008,10,11,gain,0.75,100,0,75.0,0.0,False,certain
P024,6,29,loss,0.9,0,100,-80.0,-10.0,False,certain
P041,6,15,gain,0.9,100,0,100.0,10.0,False,certain
P051,1,8,gain,0.5,100,0,50.0,0.0,False,gamble
P060,30,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P002,18,23,loss,0.5,0,100,-40.0,-10.0,False,certain
P025,18,2,gain,0.1,100,0,10.0,0.0,False,gamble
P034,28,12,gain,0.75,100,0,85.0,10.0,False,certain
P049,22,3,gain,0.1,100,0,20.0,10.0,False,certain
P039,26,12,gain,0.75,100,0,85.0,10.0,False,gamble
P017,23,8,gain,0.5,100,0,50.0,0.0,False,certain
P020,21,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P030,1,9,gain,0.5,100,0,60.0,10.0,False,certain
P051,12,9,gain,0.5,100,0,60.0,10.0,False,certain
P017,14,6,gain,0.25,100,0,35.0,10.0,False,certain
P034,25,9,gain,0.5,100,0,60.0,10.0,False,gamble
P013,16,5,gain,0.25,100,0,25.0,0.0,False,certain
P044,31,23,loss,0.5,0,100,-40.0,-10.0,False,
P049,10,21,loss,0.25,0,100,-25.0,0.0,False,certain
P041,15,20,loss,0.25,0,100,-15.0,-10.0,False,certain
P059,20,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P034,6,1,gain,0.1,100,0,0.0,-10.0,False,gamble
P019,14,27,loss,0.75,0,100,-75.0,0.0,False,certain
P022,2,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P044,6,3,gain,0.1,100,0,20.0,10.0,False,certain
P004,11,25,loss,0.5,0,100,-60.0,10.0,False,gamble
P027,4,13,gain,0.9,100,0,80.0,-10.0,False,gamble
P008,28,3,gain,0.1,100,0,20.0,10.0,False,certain
P048,20,27,loss,0.75,0,100,-75.0,0.0,False,gamble
P044,4,17,loss,0.1,0,100,0.0,-10.0,False,certain
P013,7,3,gain,0.1,100,0,20.0,10.0,False,certain
P039,24,11,gain,0.75,100,0,75.0,0.0,False,gamble
P025,27,7,gain,0.5,100,0,40.0,-10.0,False,gamble
P002,25,25,loss,0.5,0,100,-60.0,10.0,False,certain
P021,29,9,gain,0.5,100,0,60.0,10.0,False,certain
P022,10,17,loss,0.1,0,100,0.0,-10.0,False,certain
P026,4,2,gain,0.1,100,0,10.0,0.0,False,gamble
P038,22,30,loss,0.9,0,100,-90.0,0.0,False,gamble
P034,22,11,gain,0.75,100,0,75.0,0.0,False,gamble
P046,9,5,gain,0.25,100,0,25.0,0.0,False,certain
P057,12,24,loss,0.5,0,100,-50.0,0.0,False,certain
P011,27,11,gain,0.75,100,0,75.0,0.0,False,gamble
P053,6,16,gain,0.5,100,0,120.0,,True,certain
P005,24,15,gain,0.9,100,0,100.0,10.0,False,certain
P052,24,7,gain,0.5,100,0,40.0,-10.0,False,
P026,28,5,gain,0.25,100,0,25.0,0.0,False,gamble
P040,7,5,gain,0.25,100,0,25.0,0.0,False,certain
P017,13,3,gain,0.1,100,0,20.0,10.0,False,certain
P040,18,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P001,22,22,loss,0.25,0,100,-35.0,10.0,False,gamble
P013,22,20,loss,0.25,0,100,-15.0,-10.0,False,gamble
P009,2,4,gain,0.25,100,0,15.0,-10.0,False,certain
P022,29,19,loss,0.1,0,100,-20.0,10.0,False,gamble
P013,5,22,loss,0.25,0,100,-35.0,10.0,False,gamble
